book,chapter,verse,letter,added
LAMENTATIONS,1,5,s,NO
LAMENTATIONS,1,7,w,NO
LAMENTATIONS,1,8,z,NO
LAMENTATIONS,1,9,c,NO
LAMENTATIONS,1,9,d,NO
LAMENTATIONS,1,10,g,NO
LAMENTATIONS,1,11,e,NO
LAMENTATIONS,1,11,i,NO
LAMENTATIONS,1,12,l,NO
LAMENTATIONS,1,12,m,NO
LAMENTATIONS,1,13,p,NO
LAMENTATIONS,1,16,u,NO
LAMENTATIONS,1,18,y,NO
LAMENTATIONS,1,21,f,NO
LAMENTATIONS,1,22,d,NO
LAMENTATIONS,2,1,l,NO
LAMENTATIONS,2,2,o,NO
LAMENTATIONS,2,2,p,NO
LAMENTATIONS,2,2,q,NO
LAMENTATIONS,2,3,t,NO
LAMENTATIONS,2,3,u,NO
LAMENTATIONS,2,5,y,NO
LAMENTATIONS,2,5,z,NO
LAMENTATIONS,2,7,e,NO
LAMENTATIONS,2,7,f,NO
LAMENTATIONS,2,8,i,NO
LAMENTATIONS,2,8,j,NO
LAMENTATIONS,2,9,m,NO
LAMENTATIONS,2,10,p,NO
LAMENTATIONS,2,11,t,NO
LAMENTATIONS,2,11,v,NO
LAMENTATIONS,2,11,w,NO
LAMENTATIONS,2,14,c,NO
LAMENTATIONS,2,14,d,NO
LAMENTATIONS,2,14,e,NO
LAMENTATIONS,2,16,j,NO
LAMENTATIONS,2,17,n,NO
LAMENTATIONS,2,17,o,NO
LAMENTATIONS,2,17,p,NO
LAMENTATIONS,2,18,s,NO
LAMENTATIONS,2,18,t,NO
LAMENTATIONS,2,19,x,NO
LAMENTATIONS,2,19,y,NO
LAMENTATIONS,2,20,b,NO
LAMENTATIONS,2,20,c,NO
LAMENTATIONS,2,21,f,NO
LAMENTATIONS,2,22,i,NO
LAMENTATIONS,2,22,j,NO
LAMENTATIONS,3,11,w,NO
LAMENTATIONS,3,19,i,NO
LAMENTATIONS,3,32,z,NO
LAMENTATIONS,3,52,v,NO
LAMENTATIONS,4,10,c,NO
LAMENTATIONS,4,10,d,NO
LAMENTATIONS,4,16,n,NO
LAMENTATIONS,4,20,v,NO
LAMENTATIONS,4,20,w,NO
LAMENTATIONS,4,21,z,NO
LEVITICUS,1,4,g,NO
LEVITICUS,2,13,e,NO
LEVITICUS,3,1,k,NO
LEVITICUS,4,31,z,NO
LEVITICUS,5,15,w,NO
LEVITICUS,6,2,d,NO
LEVITICUS,6,2,e,NO
LEVITICUS,6,17,v,NO
LEVITICUS,6,25,d,NO
LEVITICUS,7,1,l,NO
LEVITICUS,7,9,u,NO
LEVITICUS,7,21,g,NO
LEVITICUS,7,37,t,NO
LEVITICUS,7,37,u,NO
LEVITICUS,9,15,j,NO
LEVITICUS,9,24,x,NO
LEVITICUS,10,1,a,NO
LEVITICUS,10,3,e,NO
LEVITICUS,12,8,z,NO
LEVITICUS,13,45,o,NO
LEVITICUS,14,4,w,NO
LEVITICUS,14,7,a,NO
LEVITICUS,14,7,z,NO
LEVITICUS,14,13,k,NO
LEVITICUS,15,33,a,NO
LEVITICUS,15,33,b,NO
LEVITICUS,16,29,j,NO
LEVITICUS,16,32,o,NO
LEVITICUS,16,33,r,NO
LEVITICUS,16,33,s,NO
LEVITICUS,17,11,h,NO
LEVITICUS,17,15,n,NO
LEVITICUS,17,15,o,NO
LEVITICUS,18,30,s,NO
LEVITICUS,19,17,r,NO
LEVITICUS,19,26,z,NO
LEVITICUS,20,3,r,NO
LEVITICUS,20,24,t,NO
LEVITICUS,20,27,z,NO
LEVITICUS,21,12,o,NO
LEVITICUS,22,2,b,NO
LEVITICUS,22,4,f,NO
LEVITICUS,22,4,g,NO
LEVITICUS,22,22,c,NO
LEVITICUS,22,32,n,NO
LEVITICUS,23,2,r,NO
LEVITICUS,24,11,k,NO
LEVITICUS,25,19,k,NO
LEVITICUS,25,41,f,NO
LEVITICUS,25,43,j,NO
LEVITICUS,26,1,u,NO
LEVITICUS,26,1,v,NO
LEVITICUS,26,5,b,NO
LEVITICUS,26,6,e,NO
LEVITICUS,26,17,v,NO
LEVITICUS,26,17,w,NO
LEVITICUS,26,31,s,NO
LEVITICUS,26,36,z,NO
LEVITICUS,27,21,y,NO
LUKE,1,2,d,NO
LUKE,1,2,e,NO
LUKE,1,2,f,NO
LUKE,1,2,g,NO
LUKE,1,3,j,NO
LUKE,1,5,o,NO
LUKE,1,15,g,NO
LUKE,1,15,h,NO
LUKE,1,15,i,NO
LUKE,1,17,l,NO
LUKE,1,17,m,NO
LUKE,1,17,n,NO
LUKE,1,35,m,NO
LUKE,1,35,n,NO
LUKE,1,42,v,NO
LUKE,1,46,a,NO
LUKE,1,47,c,NO
LUKE,1,49,h,NO
LUKE,1,54,q,NO
LUKE,1,64,z,NO
LUKE,1,68,i,NO
LUKE,1,68,j,NO
LUKE,1,69,m,NO
LUKE,1,72,s,NO
LUKE,1,76,z,NO
LUKE,1,78,d,NO
LUKE,1,78,e,NO
LUKE,1,79,h,NO
LUKE,1,79,i,NO
LUKE,2,1,n,NO
LUKE,2,4,r,NO
LUKE,2,4,s,NO
LUKE,2,4,t,NO
LUKE,2,7,w,NO
LUKE,2,11,c,NO
LUKE,2,11,d,NO
LUKE,2,11,e,NO
LUKE,2,14,k,NO
LUKE,2,14,l,NO
LUKE,2,25,y,NO
LUKE,2,25,z,NO
LUKE,2,32,l,NO
LUKE,2,41,y,NO
LUKE,3,1,l,NO
LUKE,3,1,m,NO
LUKE,3,2,p,NO
LUKE,3,2,q,NO
LUKE,3,2,r,NO
LUKE,3,4,w,NO
LUKE,3,5,z,NO
LUKE,3,7,e,NO
LUKE,3,8,h,NO
LUKE,3,14,n,NO
LUKE,3,16,t,NO
LUKE,3,16,u,NO
LUKE,3,17,x,NO
LUKE,3,17,y,NO
LUKE,3,22,g,NO
LUKE,3,23,j,NO
LUKE,3,34,q,NO
LUKE,3,34,r,NO
LUKE,4,1,u,NO
LUKE,4,2,y,NO
LUKE,4,8,h,NO
LUKE,4,14,q,NO
LUKE,4,16,v,NO
LUKE,4,16,w,NO
LUKE,4,18,a,NO
LUKE,4,18,b,NO
LUKE,4,18,c,NO
LUKE,4,22,l,NO
LUKE,4,31,x,NO
LUKE,4,31,y,NO
LUKE,4,34,c,NO
LUKE,4,41,m,NO
LUKE,4,41,n,NO
LUKE,4,42,q,NO
LUKE,5,12,h,NO
LUKE,5,14,k,NO
LUKE,5,14,l,NO
LUKE,5,27,d,NO
LUKE,5,32,k,NO
LUKE,5,33,n,NO
LUKE,6,13,m,NO
LUKE,6,13,n,NO
LUKE,6,17,v,NO
LUKE,6,20,b,NO
LUKE,6,22,g,NO
LUKE,6,22,h,NO
LUKE,6,24,m,NO
LUKE,6,26,r,NO
LUKE,6,35,e,NO
LUKE,6,35,f,NO
LUKE,6,38,m,NO
LUKE,6,45,v,NO
LUKE,7,16,r,NO
LUKE,7,22,a,NO
LUKE,7,22,b,NO
LUKE,7,22,c,NO
LUKE,7,29,k,NO
LUKE,7,30,n,NO
LUKE,7,30,o,NO
LUKE,7,39,z,NO
LUKE,8,2,r,NO
LUKE,8,10,b,NO
LUKE,8,13,h,NO
LUKE,8,25,a,NO
LUKE,8,28,f,NO
LUKE,8,49,b,NO
LUKE,8,52,g,NO
LUKE,8,52,h,NO
LUKE,9,5,t,NO
LUKE,9,7,x,NO
LUKE,9,22,q,NO
LUKE,9,22,s,NO
LUKE,9,23,v,NO
LUKE,9,26,a,NO
LUKE,9,26,z,NO
LUKE,9,28,f,NO
LUKE,9,35,o,NO
LUKE,9,43,z,NO
LUKE,9,49,h,NO
LUKE,9,51,l,NO
LUKE,10,16,t,NO
LUKE,10,19,a,NO
LUKE,10,21,g,NO
LUKE,10,21,h,NO
LUKE,10,21,i,NO
LUKE,10,21,j,NO
LUKE,10,25,q,NO
LUKE,10,25,r,NO
LUKE,11,2,j,NO
LUKE,11,2,k,NO
LUKE,11,2,l,NO
LUKE,11,9,t,NO
LUKE,11,22,j,NO
LUKE,11,22,k,NO
LUKE,11,28,t,NO
LUKE,11,29,w,NO
LUKE,11,31,a,NO
LUKE,11,32,a,NO
LUKE,11,32,c,NO
LUKE,11,42,q,NO
LUKE,11,42,r,NO
LUKE,11,42,s,NO
LUKE,11,48,b,NO
LUKE,11,49,e,NO
LUKE,11,49,f,NO
LUKE,11,49,g,NO
LUKE,11,50,j,NO
LUKE,11,51,j,NO
LUKE,11,52,p,NO
LUKE,11,52,q,NO
LUKE,12,1,v,NO
LUKE,12,1,w,NO
LUKE,12,9,g,NO
LUKE,12,10,l,NO
LUKE,12,11,p,NO
LUKE,12,11,q,NO
LUKE,12,20,c,NO
LUKE,12,20,d,NO
LUKE,12,31,q,NO
LUKE,12,32,t,NO
LUKE,12,32,u,NO
LUKE,12,33,x,NO
LUKE,12,33,y,NO
LUKE,12,47,v,NO
LUKE,12,47,w,NO
LUKE,12,48,z,NO
LUKE,13,14,b,NO
LUKE,13,21,l,NO
LUKE,13,25,t,NO
LUKE,13,33,e,NO
LUKE,13,34,h,NO
LUKE,13,34,i,NO
LUKE,13,34,j,NO
LUKE,13,34,k,NO
LUKE,13,34,l,NO
LUKE,13,34,m,NO
LUKE,14,26,p,NO
LUKE,15,2,c,NO
LUKE,15,4,g,NO
LUKE,15,20,x,NO
LUKE,15,22,a,NO
LUKE,16,8,n,NO
LUKE,16,14,v,NO
LUKE,16,15,y,NO
LUKE,16,16,b,NO
LUKE,16,23,j,NO
LUKE,16,24,o,NO
LUKE,17,1,w,NO
LUKE,17,3,a,NO
LUKE,17,6,g,NO
LUKE,18,7,x,NO
LUKE,18,7,y,NO
LUKE,18,7,z,NO
LUKE,18,9,e,NO
LUKE,18,13,l,NO
LUKE,18,13,m,NO
LUKE,18,30,i,NO
LUKE,18,31,l,NO
LUKE,18,32,o,NO
LUKE,19,8,k,NO
LUKE,19,22,v,NO
LUKE,19,29,f,NO
LUKE,19,29,g,NO
LUKE,19,38,o,NO
LUKE,19,43,x,NO
LUKE,19,44,a,NO
LUKE,19,44,b,NO
LUKE,20,9,q,NO
LUKE,20,9,r,NO
LUKE,20,11,u,NO
LUKE,20,16,b,NO
LUKE,20,20,k,NO
LUKE,20,20,l,NO
LUKE,20,20,m,NO
LUKE,20,35,d,NO
LUKE,20,36,g,NO
LUKE,20,36,h,NO
LUKE,20,36,i,NO
LUKE,20,37,l,NO
LUKE,21,1,a,NO
LUKE,21,8,k,NO
LUKE,21,8,l,NO
LUKE,21,11,s,NO
LUKE,21,11,t,NO
LUKE,21,12,x,NO
LUKE,21,12,y,NO
LUKE,21,12,z,NO
LUKE,21,15,e,NO
LUKE,21,22,n,NO
LUKE,21,24,s,NO
LUKE,21,25,v,NO
LUKE,21,34,i,NO
LUKE,21,34,j,NO
LUKE,21,36,m,NO
LUKE,21,36,n,NO
LUKE,21,37,q,NO
LUKE,22,3,w,NO
LUKE,22,19,k,NO
LUKE,22,20,m,NO
LUKE,22,37,l,NO
LUKE,22,39,q,NO
LUKE,22,40,t,NO
LUKE,22,40,u,NO
LUKE,22,42,y,NO
LUKE,22,53,h,NO
LUKE,22,61,p,NO
LUKE,22,66,w,NO
LUKE,23,2,f,NO
LUKE,23,3,j,NO
LUKE,23,8,p,NO
LUKE,23,11,s,NO
LUKE,23,14,x,NO
LUKE,23,22,f,NO
LUKE,23,34,t,NO
LUKE,23,35,a,NO
LUKE,23,35,b,NO
LUKE,23,35,w,NO
LUKE,23,35,x,NO
LUKE,23,35,y,NO
LUKE,23,35,z,NO
LUKE,23,39,j,NO
LUKE,23,46,q,NO
LUKE,23,46,r,NO
LUKE,23,49,x,NO
LUKE,24,7,p,NO
LUKE,24,26,m,NO
LUKE,24,27,p,NO
LUKE,24,37,f,NO
LUKE,24,46,p,NO
LUKE,24,47,s,NO
LUKE,24,47,t,NO
LUKE,24,49,x,NO
LUKE,24,49,y,NO
LUKE,24,52,d,NO
MALACHI,1,2,c,NO
MALACHI,1,2,d,NO
MALACHI,1,6,b,NO
MALACHI,1,6,i,NO
MALACHI,1,7,k,NO
MALACHI,1,14,w,NO
MALACHI,1,14,x,NO
MALACHI,2,2,c,NO
MALACHI,2,3,f,NO
MALACHI,2,10,t,NO
MALACHI,2,14,t,NO
MALACHI,2,14,z,NO
MALACHI,2,15,t,NO
MALACHI,2,17,e,NO
MALACHI,3,1,i,NO
MALACHI,3,1,j,NO
MALACHI,3,1,k,NO
MALACHI,3,5,s,NO
MALACHI,3,7,x,NO
MALACHI,3,10,c,NO
MALACHI,4,1,t,NO
MALACHI,4,1,u,NO
MALACHI,4,2,y,NO
MALACHI,4,2,z,NO
MALACHI,4,5,f,NO
MARK,1,4,h,NO
MARK,1,4,i,NO
MARK,1,4,j,NO
MARK,1,6,n,NO
MARK,1,10,v,NO
MARK,1,13,a,NO
MARK,1,13,b,NO
MARK,1,15,g,NO
MARK,1,24,p,NO
MARK,1,40,k,NO
MARK,1,44,o,NO
MARK,1,44,p,NO
MARK,1,45,s,NO
MARK,2,18,m,NO
MARK,3,5,i,NO
MARK,3,10,t,NO
MARK,3,11,w,NO
MARK,3,21,i,NO
MARK,4,11,h,NO
MARK,4,12,k,NO
MARK,4,14,n,NO
MARK,4,19,t,NO
MARK,4,33,j,NO
MARK,4,34,m,NO
MARK,5,7,a,NO
MARK,5,7,z,NO
MARK,5,35,s,NO
MARK,6,3,h,NO
MARK,6,3,i,NO
MARK,6,12,u,NO
MARK,6,37,s,NO
MARK,6,45,y,NO
MARK,6,45,z,NO
MARK,6,56,o,NO
MARK,7,5,r,NO
MARK,7,5,w,NO
MARK,7,22,p,NO
MARK,7,22,q,NO
MARK,7,22,r,NO
MARK,7,26,v,NO
MARK,8,11,v,NO
MARK,8,11,w,NO
MARK,8,15,c,NO
MARK,8,17,f,NO
MARK,8,23,m,NO
MARK,8,31,w,NO
MARK,8,31,y,NO
MARK,8,38,j,NO
MARK,8,38,k,NO
MARK,9,7,x,NO
MARK,9,9,a,NO
MARK,9,12,g,NO
MARK,9,12,h,NO
MARK,9,38,h,NO
MARK,9,42,m,NO
MARK,9,43,p,NO
MARK,9,50,x,NO
MARK,9,50,y,NO
MARK,10,17,w,NO
MARK,10,21,b,NO
MARK,10,21,c,NO
MARK,10,23,g,NO
MARK,10,24,g,NO
MARK,10,24,j,NO
MARK,10,30,r,NO
MARK,10,32,v,NO
MARK,10,33,y,NO
MARK,10,35,e,NO
MARK,10,38,k,NO
MARK,10,39,n,NO
MARK,10,45,w,NO
MARK,10,46,z,NO
MARK,11,1,k,NO
MARK,11,1,l,NO
MARK,11,10,s,NO
MARK,11,10,t,NO
MARK,11,15,c,NO
MARK,11,23,n,NO
MARK,11,23,o,NO
MARK,11,24,q,NO
MARK,11,25,t,NO
MARK,11,25,u,NO
MARK,12,1,d,NO
MARK,12,1,e,NO
MARK,12,1,f,NO
MARK,12,4,i,NO
MARK,12,4,j,NO
MARK,12,9,r,NO
MARK,12,10,u,NO
MARK,12,12,x,NO
MARK,12,13,a,NO
MARK,12,14,d,NO
MARK,12,14,e,NO
MARK,12,14,f,NO
MARK,12,15,i,NO
MARK,12,26,t,NO
MARK,12,33,d,NO
MARK,12,35,h,NO
MARK,12,36,k,NO
MARK,13,3,c,NO
MARK,13,3,d,NO
MARK,13,8,m,NO
MARK,13,8,n,NO
MARK,13,9,q,NO
MARK,13,9,r,NO
MARK,13,9,t,NO
MARK,13,11,x,NO
MARK,13,19,i,NO
MARK,13,19,j,NO
MARK,13,22,p,NO
MARK,13,22,q,NO
MARK,13,27,a,NO
MARK,13,27,b,NO
MARK,13,27,c,NO
MARK,13,27,d,NO
MARK,13,32,k,NO
MARK,13,34,p,NO
MARK,13,34,q,NO
MARK,13,35,u,NO
MARK,14,7,h,NO
MARK,14,12,r,NO
MARK,14,21,c,NO
MARK,14,22,f,NO
MARK,14,26,l,NO
MARK,14,36,b,NO
MARK,14,36,c,NO
MARK,14,38,e,NO
MARK,14,41,k,NO
MARK,14,49,s,NO
MARK,14,54,a,NO
MARK,14,54,b,NO
MARK,14,54,y,NO
MARK,14,58,g,NO
MARK,14,58,h,NO
MARK,14,61,k,NO
MARK,14,61,l,NO
MARK,14,64,r,NO
MARK,14,65,u,NO
MARK,14,65,v,NO
MARK,14,72,b,NO
MARK,15,1,e,NO
MARK,15,1,f,NO
MARK,15,1,g,NO
MARK,15,1,h,NO
MARK,15,2,k,NO
MARK,15,16,v,NO
MARK,15,20,c,NO
MARK,15,29,n,NO
MARK,15,29,o,NO
MARK,15,32,t,NO
MARK,15,32,u,NO
MARK,15,40,g,NO
MARK,15,40,i,NO
MARK,15,46,r,NO
MARK,15,46,s,NO
MARK,16,1,i,NO
MARK,16,1,w,NO
MARK,16,1,x,NO
MARK,16,5,c,NO
MARK,16,5,d,NO
MARK,16,12,n,NO
MARK,16,14,q,NO
MARK,16,14,r,NO
MARK,16,14,s,NO
MARK,16,15,v,NO
MARK,16,16,y,NO
MARK,16,16,z,NO
MARK,16,18,f,NO
MARK,16,19,i,NO
MARK,16,20,l,NO
MATTHEW,1,1,c,NO
MATTHEW,1,2,f,NO
MATTHEW,1,6,k,NO
MATTHEW,1,12,r,NO
MATTHEW,1,23,f,NO
MATTHEW,2,1,j,NO
MATTHEW,2,1,k,NO
MATTHEW,2,2,n,NO
MATTHEW,2,11,t,NO
MATTHEW,2,11,u,NO
MATTHEW,3,1,j,NO
MATTHEW,3,4,q,NO
MATTHEW,3,7,u,NO
MATTHEW,3,7,v,NO
MATTHEW,3,11,d,NO
MATTHEW,3,11,e,NO
MATTHEW,3,11,f,NO
MATTHEW,3,12,i,NO
MATTHEW,3,12,j,NO
MATTHEW,4,3,y,NO
MATTHEW,4,7,g,NO
MATTHEW,4,10,k,NO
MATTHEW,4,10,l,NO
MATTHEW,4,13,r,NO
MATTHEW,4,13,s,NO
MATTHEW,4,23,f,NO
MATTHEW,4,23,g,NO
MATTHEW,4,24,i,NO
MATTHEW,4,24,j,NO
MATTHEW,4,24,k,NO
MATTHEW,4,24,l,NO
MATTHEW,5,3,u,NO
MATTHEW,5,9,e,NO
MATTHEW,5,17,r,NO
MATTHEW,5,19,v,NO
MATTHEW,5,22,c,NO
MATTHEW,5,29,m,NO
MATTHEW,5,30,m,NO
MATTHEW,5,33,r,NO
MATTHEW,5,39,b,NO
MATTHEW,5,48,q,NO
MATTHEW,6,2,v,NO
MATTHEW,6,7,d,NO
MATTHEW,6,9,h,NO
MATTHEW,6,9,i,NO
MATTHEW,6,10,l,NO
MATTHEW,6,13,q,NO
MATTHEW,6,19,z,NO
MATTHEW,6,33,p,NO
MATTHEW,7,6,x,NO
MATTHEW,7,7,a,NO
MATTHEW,7,21,q,NO
MATTHEW,7,21,r,NO
MATTHEW,7,22,u,NO
MATTHEW,7,22,v,NO
MATTHEW,7,23,x,NO
MATTHEW,7,23,y,NO
MATTHEW,8,4,i,NO
MATTHEW,8,4,j,NO
MATTHEW,8,12,r,NO
MATTHEW,8,26,k,NO
MATTHEW,8,29,s,NO
MATTHEW,9,2,y,NO
MATTHEW,9,2,z,NO
MATTHEW,9,13,l,NO
MATTHEW,9,14,o,NO
MATTHEW,9,15,r,NO
MATTHEW,9,36,q,NO
MATTHEW,10,2,x,NO
MATTHEW,10,6,c,NO
MATTHEW,10,16,q,NO
MATTHEW,10,19,v,NO
MATTHEW,10,19,w,NO
MATTHEW,10,23,e,NO
MATTHEW,11,2,g,NO
MATTHEW,11,2,h,NO
MATTHEW,11,19,y,NO
MATTHEW,11,22,b,NO
MATTHEW,11,24,d,NO
MATTHEW,11,25,k,NO
MATTHEW,11,27,o,NO
MATTHEW,11,28,r,NO
MATTHEW,11,29,u,NO
MATTHEW,12,18,u,NO
MATTHEW,12,32,j,NO
MATTHEW,12,32,m,NO
MATTHEW,12,34,r,NO
MATTHEW,12,36,u,NO
MATTHEW,12,41,d,NO
MATTHEW,12,41,e,NO
MATTHEW,13,15,g,NO
MATTHEW,13,19,n,NO
MATTHEW,13,22,t,NO
MATTHEW,13,23,v,NO
MATTHEW,13,33,d,NO
MATTHEW,13,35,h,NO
MATTHEW,13,41,r,NO
MATTHEW,13,43,w,NO
MATTHEW,13,44,z,NO
MATTHEW,13,46,z,NO
MATTHEW,13,52,k,NO
MATTHEW,13,54,n,NO
MATTHEW,13,54,o,NO
MATTHEW,13,55,r,NO
MATTHEW,14,33,x,NO
MATTHEW,14,33,y,NO
MATTHEW,15,2,j,NO
MATTHEW,15,19,d,NO
MATTHEW,15,28,q,NO
MATTHEW,15,29,t,NO
MATTHEW,15,31,x,NO
MATTHEW,15,31,y,NO
MATTHEW,16,1,h,NO
MATTHEW,16,1,i,NO
MATTHEW,16,16,c,NO
MATTHEW,16,16,d,NO
MATTHEW,16,17,g,NO
MATTHEW,16,17,h,NO
MATTHEW,16,18,l,NO
MATTHEW,16,21,r,NO
MATTHEW,16,21,s,NO
MATTHEW,16,23,v,NO
MATTHEW,16,27,c,NO
MATTHEW,16,28,f,NO
MATTHEW,17,2,k,NO
MATTHEW,17,5,o,NO
MATTHEW,17,20,k,NO
MATTHEW,17,20,l,NO
MATTHEW,18,3,w,NO
MATTHEW,18,7,d,NO
MATTHEW,18,10,i,NO
MATTHEW,18,15,o,NO
MATTHEW,18,17,s,NO
MATTHEW,18,25,f,NO
MATTHEW,19,1,p,NO
MATTHEW,19,11,c,NO
MATTHEW,19,16,k,NO
MATTHEW,19,21,r,NO
MATTHEW,19,28,b,NO
MATTHEW,20,19,u,NO
MATTHEW,20,23,f,NO
MATTHEW,20,23,g,NO
MATTHEW,20,28,m,NO
MATTHEW,21,1,s,NO
MATTHEW,21,9,a,NO
MATTHEW,21,9,z,NO
MATTHEW,21,12,g,NO
MATTHEW,21,16,n,NO
MATTHEW,21,17,q,NO
MATTHEW,21,21,w,NO
MATTHEW,21,21,x,NO
MATTHEW,21,23,b,NO
MATTHEW,21,25,e,NO
MATTHEW,21,31,m,NO
MATTHEW,21,32,j,NO
MATTHEW,21,32,p,NO
MATTHEW,21,33,s,NO
MATTHEW,21,33,t,NO
MATTHEW,21,33,u,NO
MATTHEW,21,46,n,NO
MATTHEW,22,4,u,NO
MATTHEW,22,16,k,NO
MATTHEW,22,16,m,NO
MATTHEW,22,35,f,NO
MATTHEW,23,5,a,NO
MATTHEW,23,5,b,NO
MATTHEW,23,7,f,NO
MATTHEW,23,13,p,NO
MATTHEW,23,15,s,NO
MATTHEW,23,16,v,NO
MATTHEW,23,22,c,NO
MATTHEW,23,23,f,NO
MATTHEW,23,23,g,NO
MATTHEW,23,23,h,NO
MATTHEW,23,25,l,NO
MATTHEW,23,25,m,NO
MATTHEW,23,27,p,NO
MATTHEW,23,34,a,NO
MATTHEW,23,34,b,NO
MATTHEW,23,34,c,NO
MATTHEW,23,34,z,NO
MATTHEW,23,35,h,NO
MATTHEW,23,35,i,NO
MATTHEW,23,37,m,NO
MATTHEW,23,37,n,NO
MATTHEW,23,37,p,NO
MATTHEW,23,37,q,NO
MATTHEW,24,3,x,NO
MATTHEW,24,3,y,NO
MATTHEW,24,3,z,NO
MATTHEW,24,7,h,NO
MATTHEW,24,9,l,NO
MATTHEW,24,9,m,NO
MATTHEW,24,14,u,NO
MATTHEW,24,14,v,NO
MATTHEW,24,15,y,NO
MATTHEW,24,24,i,NO
MATTHEW,24,29,q,NO
MATTHEW,24,30,t,NO
MATTHEW,24,30,v,NO
MATTHEW,24,31,a,NO
MATTHEW,24,31,b,NO
MATTHEW,24,31,y,NO
MATTHEW,24,31,z,NO
MATTHEW,24,36,i,NO
MATTHEW,24,38,m,NO
MATTHEW,25,10,k,NO
MATTHEW,25,14,r,NO
MATTHEW,25,15,r,NO
MATTHEW,25,21,a,NO
MATTHEW,25,21,z,NO
MATTHEW,25,32,m,NO
MATTHEW,25,32,n,NO
MATTHEW,25,34,q,NO
MATTHEW,25,34,s,NO
MATTHEW,25,34,t,NO
MATTHEW,25,34,u,NO
MATTHEW,25,36,a,NO
MATTHEW,25,36,z,NO
MATTHEW,25,40,d,NO
MATTHEW,25,41,g,NO
MATTHEW,25,41,h,NO
MATTHEW,26,2,p,NO
MATTHEW,26,3,s,NO
MATTHEW,26,24,s,NO
MATTHEW,26,26,x,NO
MATTHEW,26,28,a,NO
MATTHEW,26,28,b,NO
MATTHEW,26,30,f,NO
MATTHEW,26,39,t,NO
MATTHEW,26,41,v,NO
MATTHEW,26,53,k,NO
MATTHEW,26,57,r,NO
MATTHEW,26,58,t,NO
MATTHEW,26,63,b,NO
MATTHEW,26,63,c,NO
MATTHEW,26,63,d,NO
MATTHEW,26,63,e,NO
MATTHEW,26,63,f,NO
MATTHEW,26,64,i,NO
MATTHEW,26,67,o,NO
MATTHEW,27,2,a,NO
MATTHEW,27,3,d,NO
MATTHEW,27,11,n,NO
MATTHEW,27,19,v,NO
MATTHEW,27,24,b,NO
MATTHEW,27,24,c,NO
MATTHEW,27,27,i,NO
MATTHEW,27,39,a,NO
MATTHEW,27,40,d,NO
MATTHEW,27,42,g,NO
MATTHEW,27,54,w,NO
MATTHEW,27,55,z,NO
MATTHEW,27,60,e,NO
MATTHEW,28,9,x,NO
MATTHEW,28,19,l,NO
MATTHEW,28,19,m,NO
MATTHEW,28,19,n,NO
MATTHEW,28,20,q,NO
MATTHEW,28,20,r,NO
MICAH,1,1,c,NO
MICAH,1,1,d,NO
MICAH,1,2,g,NO
MICAH,1,3,k,NO
MICAH,1,5,d,NO
MICAH,1,5,o,NO
MICAH,1,6,q,NO
MICAH,1,6,r,NO
MICAH,1,8,w,NO
MICAH,1,8,x,NO
MICAH,1,10,b,NO
MICAH,1,15,j,NO
MICAH,2,3,q,NO
MICAH,2,4,t,NO
MICAH,2,6,x,NO
MICAH,2,10,b,NO
MICAH,2,12,h,NO
MICAH,2,13,k,NO
MICAH,3,7,y,NO
MICAH,3,11,g,NO
MICAH,3,11,i,NO
MICAH,3,11,j,NO
MICAH,3,12,m,NO
MICAH,3,12,n,NO
MICAH,4,4,s,NO
MICAH,4,6,x,NO
MICAH,4,7,a,NO
MICAH,4,9,d,NO
MICAH,4,10,g,NO
MICAH,4,10,h,NO
MICAH,4,13,o,NO
MICAH,5,2,s,NO
MICAH,5,2,t,NO
MICAH,5,2,u,NO
MICAH,5,4,z,NO
MICAH,5,5,c,NO
MICAH,5,13,n,NO
MICAH,6,4,x,NO
MICAH,6,5,a,NO
MICAH,6,12,m,NO
MICAH,6,16,s,NO
MICAH,6,16,t,NO
MICAH,7,2,y,NO
MICAH,7,3,c,NO
MICAH,7,8,n,NO
MICAH,7,8,o,NO
MICAH,7,9,r,NO
MICAH,7,10,u,NO
MICAH,7,10,v,NO
MICAH,7,12,a,NO
MICAH,7,14,e,NO
MICAH,7,14,f,NO
MICAH,7,17,l,NO
MICAH,7,18,o,NO
MICAH,7,19,r,NO
NAHUM,1,2,e,NO
NAHUM,1,3,h,NO
NAHUM,1,3,i,NO
NAHUM,1,4,l,NO
NAHUM,1,5,o,NO
NAHUM,1,6,r,NO
NAHUM,1,7,u,NO
NAHUM,1,14,h,NO
NAHUM,1,14,i,NO
NAHUM,1,15,l,NO
NAHUM,1,15,m,NO
NAHUM,1,15,n,NO
NAHUM,2,10,f,NO
NAHUM,2,10,h,NO
NAHUM,2,13,o,NO
NAHUM,3,2,t,NO
NAHUM,3,5,z,NO
NAHUM,3,7,e,NO
NAHUM,3,7,f,NO
NAHUM,3,8,i,NO
NAHUM,3,9,l,NO
NAHUM,3,10,o,NO
NAHUM,3,10,p,NO
NAHUM,3,17,a,NO
NAHUM,3,18,d,NO
NAHUM,3,19,g,NO
NEHEMIAH,1,1,c,NO
NEHEMIAH,1,1,d,NO
NEHEMIAH,1,3,h,NO
NEHEMIAH,1,9,t,NO
NEHEMIAH,2,1,y,NO
